Incident energy,MT=1 : (n,total),MT=2 : (z,elastic),MT=102 : (z,?)
Incident energy,,,
Incident energy,?(E),?(E),?(E)
27094.71,30.3913,30.36006,0.03124188
27150.0,34.31916,34.28539,0.03376169
27260.57,43.25817,43.21896,0.03920295
27371.15,53.96357,53.91848,0.04509525
27481.73,65.73321,65.68236,0.05085021
27592.31,77.49042,77.43472,0.05569786
27702.88,87.67204,87.61332,0.05871334
27791.0,93.31986,93.26071,0.05914559
27879.13,96.17715,96.11938,0.05777501
27967.25,96.16697,96.11214,0.05483161
28033.91,94.33358,94.28181,0.05177418
28100.57,91.51875,91.47037,0.04838356
28233.89,83.66215,83.6209,0.04125103
28367.21,75.02412,74.98978,0.03433416
28500.53,66.4154,66.38704,0.02835608
28633.85,58.76081,58.7373,0.02350618
28767.17,52.07716,52.05764,0.01952318
28900.49,46.50159,46.48519,0.01640205
29033.81,41.7355,41.72164,0.01385308
29112.24,39.3247,39.31209,0.0126153
29190.67,37.1443,37.13277,0.01152348
29269.1,35.16368,35.15312,0.01055462
29347.53,33.36168,33.35198,0.009692874
29504.39,30.21971,30.21147,0.00823781
29661.25,27.59274,27.58567,0.007071165
29739.68,26.44861,26.44203,0.006579202
29818.11,25.43462,25.42846,0.006154992
29974.97,23.54149,23.53611,0.005375178
30131.83,21.91569,21.91096,0.004729262
30288.69,20.51163,20.50744,0.004190779
30419.81,19.50377,19.49995,0.003818242
30550.93,18.58605,18.58256,0.003486557
30682.05,17.74904,17.74585,0.003190995
30813.17,16.99497,16.99204,0.00293182
31075.41,15.70496,15.70245,0.00250589
31337.65,14.61438,14.61222,0.002161815
31599.89,13.69631,13.69442,0.001885893
31862.13,12.91295,12.91129,0.001661343
32124.37,12.23024,12.22876,0.001474023
32386.61,11.63125,11.62994,0.001317032
32693.3,11.02975,11.02858,0.001169081
32999.99,10.49883,10.49778,0.001047637
33004.83,10.49096,10.48991,0.001045923
33009.64,10.48322,10.48218,0.00104426
33028.6,10.45304,10.452,0.001037836
33047.56,10.42313,10.4221,0.001031542
33085.48,10.36403,10.36301,0.00101929
33161.31,10.24854,10.24754,9.961839E-4
33312.98,10.02764,10.02668,9.559842E-4
33464.65,9.819721,9.818794,9.265735E-4
33616.31,9.623643,9.622729,9.148714E-4
33727.06,9.487622,9.486692,9.302882E-4
33782.43,9.421428,9.420477,9.502207E-4
33837.8,9.356688,9.355702,9.859169E-4
33893.17,9.293185,9.292138,0.00104771
33920.86,9.261943,9.260848,0.001094678
33948.54,9.231075,9.229914,0.001161352
33976.23,9.200433,9.199188,0.001245722
34003.91,9.170184,9.168814,0.001370021
34017.76,9.155178,9.153726,0.001451975
34031.6,9.140275,9.138723,0.001552849
34045.44,9.125464,9.123787,0.001676951
34059.28,9.110748,9.108919,0.001829213
34067.71,9.101839,9.099897,0.001941811
34076.13,9.092991,9.090916,0.002074936
34084.56,9.084182,9.08195,0.002232079
34092.98,9.07544,9.073021,0.002418622
34101.41,9.066752,9.064109,0.002642872
34109.83,9.05815,9.055235,0.002914935
34118.26,9.049628,9.046378,0.003249673
34126.68,9.041224,9.037561,0.003663365
34133.0,9.035007,9.030962,0.004044961
34139.32,9.028894,9.024384,0.00450966
34145.64,9.022909,9.017828,0.005080645
34151.96,9.017088,9.011296,0.005791876
34158.28,9.011487,9.004794,0.006693417
34161.44,9.008793,9.001555,0.007237492
34164.6,9.006187,8.998327,0.007859437
34167.76,9.003685,8.995111,0.008574349
34170.92,9.001309,8.991908,0.009401386
34174.08,8.999088,8.988721,0.01036605
34177.24,8.997058,8.985555,0.01150285
34180.55,8.995194,8.982266,0.01292843
34183.86,8.993676,8.979012,0.01466381
34187.17,8.992611,8.975805,0.01680595
34190.48,8.992154,8.972661,0.01949371
34192.14,8.992223,8.971115,0.02110803
34193.79,8.992536,8.969604,0.02293275
34195.45,8.993148,8.968115,0.02503349
34197.1,8.994112,8.966672,0.02743981
34198.76,8.995521,8.965268,0.0302524
34200.41,8.997462,8.963931,0.03353085
34202.07,9.000102,8.96266,0.03744197
34203.72,9.003607,8.961494,0.0421132
34205.38,9.008304,8.96045,0.04785399
34207.04,9.01461,8.959588,0.05502274
34207.87,9.01857,8.959248,0.05932207
34208.7,9.023226,8.958989,0.06423789
34209.53,9.028747,8.958829,0.06991811
34210.35,9.035271,8.958797,0.07647459
34211.18,9.04326,8.958927,0.08433303
34212.01,9.053056,8.959272,0.09378405
34212.84,9.065224,8.959901,0.1053226
34213.66,9.080319,8.960894,0.1194257
34214.49,9.09972,8.962398,0.1373218
34215.32,9.124606,8.964572,0.1600341
34215.74,9.139826,8.965994,0.1738325
34216.15,9.156721,8.967633,0.1890884
34216.56,9.175911,8.969554,0.2063568
34216.97,9.197709,8.971798,0.2259111
34217.46,9.227666,8.974963,0.2527026
34217.95,9.262491,8.978732,0.2837595
34218.44,9.302902,8.983195,0.3197069
34218.93,9.349675,8.988451,0.3612237
34219.42,9.40364,8.994605,0.4090359
34219.91,9.465674,9.001767,0.4639069
34220.4,9.536678,9.010054,0.5266241
34220.88,9.615807,9.019374,0.5964333
34221.37,9.707236,9.030227,0.6770083
34221.86,9.810266,9.042543,0.7677227
34222.35,9.925663,9.056421,0.8692421
34222.84,10.05407,9.071946,0.9821273
34223.33,10.19598,9.089183,1.106798
34223.82,10.35167,9.108173,1.243495
34224.79,10.70036,9.150938,1.549417
34225.92,11.1698,9.208893,1.960909
34227.05,11.69308,9.27388,2.4192
34229.3,12.78469,9.410521,3.374172
34230.58,13.34066,9.480712,3.859949
34231.85,13.76836,9.535171,4.233192
34232.84,13.9817,9.562724,4.418975
34233.83,14.07074,9.574738,4.496006
34234.0,14.07285,9.575145,4.4977
34234.51,14.05572,9.573416,4.482304
34235.01,14.00518,9.567462,4.437723
34236.01,13.80875,9.54347,4.265277
34237.23,13.41851,9.495006,3.923506
34238.45,12.90537,9.430708,3.474665
34240.58,11.87624,9.300668,2.57557
34241.64,11.37092,9.236358,2.13456
34242.7,10.90491,9.176747,1.728166
34243.62,10.54486,9.130441,1.41442
34244.53,10.23501,9.090359,1.144654
34244.99,10.09644,9.072341,1.024094
34245.44,9.972454,9.05616,0.9162937
34245.9,9.857232,9.041059,0.8161732
34246.35,9.755332,9.027642,0.7276905
34246.81,9.661656,9.015243,0.6464137
34247.26,9.579651,9.004325,0.5753257
34247.72,9.504973,8.994318,0.5106548
34248.17,9.440163,8.985569,0.4545938
34248.63,9.381605,8.977599,0.4040063
34249.08,9.331138,8.970665,0.3604725
34249.54,9.285812,8.964372,0.3214392
34249.99,9.246943,8.958912,0.2880307
34250.41,9.21501,8.954369,0.2606407
34250.83,9.186803,8.950302,0.2365008
34251.25,9.161898,8.946657,0.2152412
34251.67,9.139909,8.943385,0.1965234
34252.09,9.120483,8.940443,0.18004
34252.51,9.103304,8.937789,0.1655142
34253.34,9.074886,8.933259,0.1416265
34254.18,9.052085,8.929447,0.1226379
34255.01,9.034006,8.926259,0.1077467
34255.85,9.019106,8.923479,0.09562707
34256.68,9.006922,8.921066,0.08585581
34257.52,8.996547,8.918884,0.07766242
34258.36,8.987684,8.916905,0.07077939
34259.2,8.98,8.915084,0.06491552
34260.03,8.973323,8.91341,0.05991285
34261.7,8.961974,8.910328,0.0516464
34263.37,8.952662,8.907528,0.04513415
34264.97,8.945109,8.905038,0.0400713
34266.56,8.938598,8.902705,0.03589307
34268.16,8.932821,8.900469,0.0323522
34269.75,8.927689,8.898335,0.02935467
34271.35,8.92302,8.89626,0.02675986
34272.94,8.91878,8.894257,0.02452312
34274.54,8.914848,8.892292,0.02255643
34276.13,8.911219,8.890381,0.02083784
34279.32,8.904606,8.886649,0.01795731
34282.51,8.898685,8.883025,0.0156608
34285.7,8.893282,8.879482,0.0137994
34288.89,8.888274,8.876004,0.01226947
34291.93,8.88379,8.872738,0.01105149
34294.97,8.879528,8.86951,0.0100185
34298.01,8.875447,8.866313,0.009133419
34301.05,8.871511,8.863143,0.008368088
34304.09,8.867696,8.859995,0.007701447
34307.13,8.863984,8.856866,0.007117435
34313.2,8.856818,8.850669,0.006149672
34319.28,8.849898,8.844515,0.005383696
34325.35,8.843183,8.838415,0.004768796
34331.43,8.836607,8.832341,0.004266102
34337.5,8.830161,8.826309,0.003851971
34342.36,8.825072,8.8215,0.003571334
34351.48,8.815652,8.812517,0.003135132
34360.6,8.806367,8.80358,0.002787012
34369.72,8.797194,8.794687,0.002506707
34378.83,8.78812,8.785842,0.002278046
34387.95,8.779113,8.777025,0.0020886
34397.06,8.770181,8.768251,0.001930157
34406.18,8.761297,8.759501,0.001796503
34415.29,8.752482,8.750797,0.001684961
34433.52,8.734956,8.733456,0.001499912
34451.75,8.717588,8.71623,0.001358437
34469.98,8.700362,8.699114,0.001248
34488.21,8.683266,8.682106,0.001159949
34509.48,8.663471,8.662393,0.001077816
34530.75,8.643833,8.642821,0.001012044
34573.29,8.60503,8.604114,9.157599E-4
34615.83,8.566738,8.565893,8.453157E-4
34658.36,8.528987,8.528193,7.932649E-4
34700.9,8.491751,8.490998,7.53327E-4
34743.44,8.455179,8.454455,7.234624E-4
34828.51,8.383125,8.382451,6.743031E-4
34998.66,8.244576,8.243965,6.107433E-4
35168.8,8.112625,8.112058,5.67509E-4
35441.04,7.915503,7.914984,5.191342E-4
35713.28,7.73222,7.731737,4.822816E-4
35985.52,7.561252,7.560797,4.551914E-4
36121.64,7.47845,7.478006,4.443464E-4
36257.76,7.399739,7.399298,4.404329E-4
36335.55,7.355977,7.355533,4.441211E-4
36413.33,7.313032,7.312575,4.572904E-4
36452.22,7.291853,7.291381,4.710617E-4
36491.11,7.270872,7.270378,4.941173E-4
36510.56,7.260452,7.259941,5.113209E-4
36530.0,7.250092,7.249558,5.347466E-4
36549.45,7.239781,7.239214,5.670977E-4
36568.89,7.229533,7.228921,6.123968E-4
36579.23,7.224109,7.223464,6.44338E-4
36589.56,7.218713,7.218029,6.846275E-4
36599.89,7.213344,7.212608,7.356862E-4
36610.22,7.208007,7.207205,8.016064E-4
36620.55,7.202711,7.201823,8.884019E-4
36630.88,7.19747,7.196465,0.001004812
36636.05,7.194876,7.193796,0.001079581
36641.21,7.192313,7.191144,0.001169142
36646.38,7.189778,7.1885,0.001277771
36651.54,7.18729,7.185879,0.001410632
36656.1,7.185137,7.183583,0.001554638
36660.66,7.183041,7.18131,0.001731439
36665.22,7.181021,7.179069,0.001951524
36669.77,7.179108,7.176879,0.002229632
36672.05,7.178201,7.175803,0.002398061
36674.33,7.177339,7.174748,0.002591212
36676.61,7.176531,7.173716,0.002814359
36678.89,7.175789,7.172715,0.003074166
36681.17,7.17513,7.171751,0.003379199
36683.45,7.174575,7.170834,0.003740714
36685.73,7.174153,7.169979,0.004173839
36688.0,7.173905,7.169208,0.004696904
36690.13,7.173879,7.168582,0.005297006
36692.26,7.174122,7.168083,0.006038871
36694.39,7.174742,7.167765,0.006976598
36695.45,7.175242,7.1677,0.007541899
36696.51,7.17591,7.167717,0.008193878
36697.58,7.176807,7.167843,0.008964704
36698.64,7.177991,7.168114,0.00987684
36699.7,7.179584,7.16859,0.01099399
36700.76,7.181776,7.169368,0.0124074
36701.3,7.183213,7.169928,0.01328573
36701.83,7.184905,7.17062,0.01428496
36702.36,7.186942,7.171489,0.01545331
36702.89,7.189413,7.17258,0.01683261
36703.42,7.192426,7.17395,0.01847547
36703.95,7.196118,7.175671,0.02044776
36704.48,7.200661,7.17783,0.02283129
36705.01,7.206264,7.180538,0.02572689
36705.58,7.213769,7.184215,0.02955411
36706.15,7.22319,7.188886,0.0343036
36706.72,7.235,7.194798,0.04020235
36707.29,7.24977,7.202247,0.04752243
36707.86,7.268171,7.211586,0.05658545
36708.43,7.290989,7.223223,0.06776601
36709.0,7.319123,7.237629,0.08149352
36709.57,7.353587,7.255336,0.09825173
36710.14,7.395504,7.276929,0.1185751
36710.71,7.446086,7.303044,0.1430419
36711.28,7.506616,7.334354,0.172262
36711.85,7.57841,7.371549,0.2068611
36712.42,7.662771,7.415312,0.2474585
36712.99,7.760936,7.466296,0.2946403
36713.56,7.874008,7.525079,0.3489282
36714.13,8.002878,7.592135,0.410743
36714.78,8.169873,7.679101,0.4907716
36715.42,8.355415,7.775802,0.5796129
36716.07,8.564828,7.885023,0.6798052
36716.71,8.790321,8.002708,0.7876123
36718.0,9.292636,8.265117,1.027518
36719.29,9.831216,8.54682,1.284396
36720.66,10.39128,8.840175,1.551104
36722.02,10.87084,9.091853,1.778991
36722.75,11.07398,9.19871,1.875266
36723.48,11.22785,9.279894,1.947959
36724.3,11.33376,9.33615,1.997611
36725.0,11.36382,9.352644,2.011176
36725.86,11.3228,9.332145,1.990658
36727.0,11.1412,9.238359,1.902843
36727.93,10.89814,9.112088,1.786056
36728.85,10.59107,8.95217,1.638898
36730.5,9.937068,8.610888,1.32618
36732.15,9.249853,8.251618,0.9982357
36733.19,8.844565,8.039461,0.8051042
36734.23,8.481512,7.849222,0.6322901
36734.64,8.352278,7.781452,0.5708256
36735.47,8.116492,7.657723,0.4587693
36736.29,7.91785,7.553378,0.3644719
36736.86,7.799291,7.491038,0.3082527
36737.43,7.695862,7.436604,0.259258
36738.0,7.606527,7.389537,0.2169894
36738.56,7.531333,7.349874,0.1814589
36739.13,7.466333,7.31554,0.1507936
36739.7,7.411675,7.286621,0.1250546
36740.27,7.366071,7.262445,0.1036259
36740.83,7.328891,7.24269,0.08620141
36741.4,7.29768,7.226061,0.071619
36741.97,7.272119,7.212397,0.05972182
36742.54,7.251276,7.201212,0.05006438
36743.1,7.234598,7.192219,0.04237907
36743.67,7.220792,7.184733,0.03605892
36744.24,7.209585,7.178616,0.03096921
36744.81,7.200471,7.173602,0.02686928
36745.37,7.193149,7.169537,0.02361231
36745.94,7.187021,7.166099,0.02092135
36746.51,7.181951,7.163222,0.01872901
36747.08,7.177718,7.160789,0.01692965
36747.65,7.174145,7.158706,0.01543954
36748.22,7.171093,7.1569,0.0141928
36748.79,7.168452,7.155314,0.013138
36749.92,7.164121,7.152655,0.01146629
36751.06,7.160606,7.150432,0.01017347
36752.19,7.157689,7.148537,0.009151635
36753.33,7.155149,7.146846,0.00830315
36754.46,7.152925,7.145331,0.007594383
36755.6,7.15091,7.143929,0.006981241
36756.74,7.149077,7.142628,0.006449068
36759.01,7.145848,7.140273,0.005574096
36761.28,7.143038,7.138155,0.00488282
36763.55,7.140537,7.136212,0.00432513
36765.72,7.138365,7.134479,0.003886044
36767.89,7.136359,7.132841,0.003517933
36770.06,7.134486,7.13128,0.003205807
36772.23,7.132719,7.129781,0.002938534
36774.4,7.13104,7.128332,0.002707723
36776.57,7.129433,7.126926,0.002506942
36780.9,7.1264,7.124223,0.002177064
36785.24,7.123537,7.121619,0.001918087
36789.58,7.120806,7.119095,0.001711502
36793.92,7.118175,7.116631,0.001544179
36798.25,7.115628,7.114221,0.001407097
36804.45,7.112083,7.110834,0.001249176
36810.65,7.108629,7.107505,0.001124221
36816.85,7.105243,7.104219,0.001023795
36823.04,7.101917,7.100975,9.421392E-4
36829.24,7.098628,7.097754,8.746418E-4
36835.43,7.095381,7.094562,8.184059E-4
36847.82,7.088966,7.088234,7.312958E-4
36860.22,7.082625,7.081959,6.662461E-4
36872.61,7.076352,7.075735,6.164889E-4
36885.0,7.070129,7.069551,5.777502E-4
36897.39,7.063947,7.0634,5.469509E-4
36910.61,7.057393,7.056872,5.208226E-4
36937.88,7.043977,7.043496,4.807564E-4
36965.14,7.030685,7.030232,4.527083E-4
36992.41,7.017501,7.017068,4.325494E-4
37019.67,7.00444,7.004022,4.181764E-4
37074.2,6.97852,6.978124,3.956849E-4
37128.72,6.952938,6.952558,3.805493E-4
37237.77,6.902745,6.902384,3.611653E-4
37346.82,6.853672,6.853324,3.480711E-4
37564.93,6.758863,6.758532,3.312401E-4
37783.03,6.668125,6.667803,3.226179E-4
37895.39,6.622901,6.622578,3.230372E-4
38007.75,6.578646,6.578315,3.306682E-4
38063.93,6.556879,6.556539,3.404714E-4
38120.11,6.535328,6.53497,3.572977E-4
38148.2,6.524647,6.524276,3.711707E-4
38176.29,6.514026,6.513635,3.907759E-4
38204.38,6.503466,6.503046,4.19365E-4
38232.46,6.492974,6.492512,4.622392E-4
38245.68,6.488059,6.487569,4.901468E-4
38258.9,6.483163,6.482637,5.260038E-4
38272.12,6.478289,6.477716,5.723715E-4
38285.34,6.473439,6.472806,6.33693E-4
38298.56,6.468621,6.467905,7.159072E-4
38305.17,6.466227,6.465459,7.68217E-4
38311.78,6.463848,6.463016,8.31405E-4
38318.39,6.461484,6.460576,9.080558E-4
38325.0,6.459142,6.45814,0.00100205
38331.61,6.456827,6.455708,0.001118989
38338.21,6.454551,6.453284,0.001266392
38343.17,6.452871,6.451467,0.001403872
38348.13,6.451228,6.449655,0.001572384
38353.09,6.449633,6.44785,0.001782979
38358.04,6.448109,6.446058,0.002050342
38360.52,6.447378,6.445165,0.002212388
38363.0,6.446674,6.444276,0.002398047
38365.48,6.446005,6.443393,0.002612149
38367.95,6.445379,6.442519,0.002859754
38370.43,6.444801,6.44165,0.003150769
38372.91,6.444286,6.440791,0.003494727
38375.39,6.443852,6.439947,0.003905786
38377.86,6.443525,6.439123,0.004401313
38380.14,6.443344,6.438385,0.004958473
38382.41,6.443318,6.437679,0.005639263
38384.68,6.443502,6.437012,0.006489986
38385.82,6.443699,6.436698,0.00700144
38386.95,6.443983,6.436403,0.007579186
38388.09,6.444379,6.436129,0.008250211
38389.23,6.444917,6.435883,0.009033756
38390.37,6.445642,6.435677,0.00996595
38391.5,6.44662,6.435528,0.01109275
38392.64,6.447988,6.435461,0.01252674
38393.21,6.448875,6.435474,0.01340081
38393.77,6.449922,6.435526,0.01439571
38394.34,6.451214,6.435631,0.0155828
38394.91,6.452795,6.435803,0.01699247
38395.48,6.454746,6.436061,0.01868501
38396.04,6.457119,6.436421,0.02069783
38396.66,6.460424,6.43698,0.02344401
38397.28,6.464645,6.437755,0.02688952
38397.9,6.470049,6.438812,0.03123713
38398.52,6.476972,6.44023,0.03674144
38398.83,6.481129,6.441106,0.04002332
38399.14,6.485829,6.442111,0.04371792
38399.45,6.491139,6.443263,0.04787567
38399.76,6.49713,6.444579,0.05255192
38400.07,6.503884,6.446077,0.05780712
38400.38,6.511487,6.44778,0.06370706
38400.69,6.520033,6.44971,0.07032302
38401.0,6.529623,6.451891,0.07773187
38401.31,6.540367,6.454351,0.08601612
38401.62,6.552382,6.457118,0.09526386
38401.93,6.56579,6.460221,0.1055687
38402.24,6.580722,6.463693,0.1170295
38402.55,6.597317,6.467567,0.1297501
38402.86,6.615717,6.471878,0.1438389
38403.17,6.63607,6.476662,0.1594083
38403.48,6.658531,6.481957,0.1765738
38404.1,6.7104,6.494233,0.2161673
38404.72,6.772591,6.509016,0.2635748
38405.34,6.846347,6.526611,0.3197351
38405.96,6.932827,6.547306,0.3855219
38406.64,7.04349,6.573858,0.4696319
38407.31,7.169618,6.604194,0.5654243
38407.98,7.313181,6.638795,0.6743862
38408.65,7.474044,6.677637,0.7964068
38409.32,7.651354,6.720522,0.9308312
38409.99,7.843442,6.767054,1.076388
38411.33,8.260895,6.868399,1.392496
38412.88,8.762825,6.990632,1.772193
38414.42,9.219249,7.102216,2.117033
38415.25,9.4225,7.152118,2.270382
38416.07,9.580667,7.191137,2.38953
38417.16,9.711516,7.223787,2.48773
38417.82,9.741849,7.231689,2.51016
38418.0,9.743462,7.232225,2.511237
38418.72,9.721271,7.227395,2.493875
38419.54,9.641505,7.208607,2.432897
38420.82,9.411974,7.153599,2.258374
38422.11,9.07808,7.07297,2.005109
38423.39,8.683998,6.977407,1.706591
38423.62,8.609776,6.959374,1.650402
38424.32,8.382089,6.903997,1.478092
38425.01,8.159548,6.84979,1.309758
38426.41,7.734016,6.74591,0.9881053
38427.11,7.542024,6.698934,0.8430907
38427.81,7.367303,6.656112,0.711191
38428.51,7.211153,6.617772,0.5933803
38429.21,7.073979,6.584024,0.4899555
38429.91,6.955435,6.554791,0.4006435
38430.6,6.855898,6.53018,0.3257177
38431.25,6.776676,6.510532,0.2661436
38431.89,6.711161,6.494228,0.2169333
38432.53,6.656673,6.480611,0.1760617
38432.85,6.633131,6.474707,0.1584244
38433.17,6.611829,6.469349,0.1424792
38433.49,6.592598,6.464498,0.1280994
38433.81,6.575276,6.460114,0.1151619
38434.13,6.559708,6.456159,0.1035482
38434.45,6.545743,6.452597,0.09314522
38434.77,6.533239,6.449393,0.08384541
38435.09,6.522063,6.446515,0.07554734
38435.41,6.512088,6.443932,0.06815585
38435.73,6.503198,6.441616,0.06158214
38436.05,6.495283,6.439539,0.0557438
38436.37,6.488242,6.437678,0.05056472
38436.69,6.481984,6.436009,0.04597495
38437.01,6.476423,6.434512,0.0419105
38437.33,6.471482,6.433169,0.03831308
38437.65,6.467092,6.431962,0.03512984
38437.97,6.463189,6.430876,0.03231301
38438.29,6.459716,6.429896,0.02981965
38438.93,6.453862,6.428208,0.02565337
38439.57,6.449184,6.426814,0.02237036
38440.21,6.445411,6.425645,0.01976536
38440.85,6.44233,6.424652,0.01767874
38441.5,6.439743,6.423779,0.01596393
38442.14,6.437603,6.423024,0.01457916
38442.78,6.435773,6.422349,0.01342492
38443.42,6.434183,6.421735,0.01244841
38444.7,6.431525,6.420645,0.01088074
38445.98,6.429348,6.419682,0.009665883
38447.26,6.427492,6.418807,0.00868554
38448.54,6.425866,6.417995,0.007871074
38449.82,6.424412,6.417232,0.007180527
38451.1,6.423093,6.416507,0.006586526
38452.39,6.421874,6.415808,0.006066319
38453.67,6.420754,6.41514,0.005614119
38456.23,6.418728,6.413868,0.004860359
38458.79,6.416921,6.412661,0.004260043
38461.35,6.415276,6.411503,0.003773242
38463.8,6.413819,6.410431,0.003388135
38466.24,6.412456,6.409391,0.003065596
38468.69,6.411159,6.408369,0.002790253
38471.13,6.409924,6.407369,0.002554908
38473.58,6.408731,6.406381,0.002350459
38476.02,6.407583,6.40541,0.002173086
38480.91,6.405374,6.403494,0.001879995
38485.8,6.403263,6.401613,0.00165012
38490.69,6.401222,6.399756,0.001466492
38495.58,6.399237,6.397919,0.001317627
38500.47,6.397294,6.396098,0.001195393
38507.46,6.394572,6.393518,0.00105473
38514.45,6.3919,6.390957,9.432662E-4
38521.44,6.389266,6.388413,8.536858E-4
38528.42,6.386666,6.385885,7.808414E-4
38535.41,6.384086,6.383366,7.20637E-4
38542.4,6.381526,6.380856,6.703895E-4
38549.39,6.378982,6.378354,6.282336E-4
38556.37,6.376457,6.375864,5.927926E-4
38570.35,6.371431,6.370896,5.347767E-4
38584.32,6.366444,6.365954,4.904689E-4
38598.3,6.361484,6.361028,4.559874E-4
38612.27,6.356552,6.356124,4.286251E-4
38627.17,6.351318,6.350913,4.054331E-4
38653.73,6.34204,6.341666,3.741767E-4
38680.28,6.332826,6.332475,3.513492E-4
38706.83,6.323666,6.323332,3.3423E-4
38733.38,6.314573,6.314251,3.21764E-4
38786.48,6.296487,6.296185,3.020727E-4
38839.58,6.278582,6.278293,2.887872E-4
38892.69,6.260853,6.260574,2.791946E-4
38945.79,6.243379,6.243107,2.724767E-4
39051.99,6.208722,6.208461,2.609611E-4
39264.4,6.14155,6.141304,2.464757E-4
39476.81,6.076967,6.076731,2.358529E-4
39901.63,5.952638,5.952419,2.189422E-4
40326.44,5.836106,5.8359,2.054923E-4
41280.42,5.59942,5.599238,1.81725E-4
42234.39,5.390262,5.390098,1.638184E-4
43188.37,5.203096,5.202945,1.509469E-4
43665.36,5.116407,5.11626,1.468053E-4
44142.34,5.033742,5.033597,1.452418E-4
44485.18,4.976694,4.976546,1.474449E-4
44656.6,4.948748,4.948598,1.501788E-4
44828.02,4.92128,4.921125,1.550254E-4
44999.44,4.894233,4.89407,1.633539E-4
45085.15,4.880888,4.880718,1.695911E-4
45170.86,4.86769,4.867511,1.786368E-4
45256.57,4.854583,4.854393,1.898926E-4
45342.28,4.841651,4.841444,2.063951E-4
45385.14,4.835254,4.835037,2.173098E-4
45427.99,4.828922,4.828691,2.309834E-4
45470.84,4.822648,4.822401,2.474781E-4
45513.69,4.816444,4.816177,2.674596E-4
45547.23,4.811668,4.811381,2.87357E-4
45580.77,4.806975,4.806663,3.11881E-4
45614.31,4.802386,4.802043,3.423493E-4
45647.84,4.797933,4.797553,3.807512E-4
45681.38,4.793665,4.793235,4.300554E-4
45698.15,4.79162,4.79116,4.600107E-4
45714.92,4.789655,4.78916,4.947011E-4
45731.69,4.787767,4.787233,5.339679E-4
45748.46,4.78601,4.785429,5.809928E-4
45765.23,4.784399,4.783762,6.365698E-4
45781.99,4.78297,4.782267,7.028157E-4
45797.83,4.781831,4.781053,7.778896E-4
45813.67,4.780959,4.78009,8.684749E-4
45829.51,4.780433,4.779454,9.791553E-4
45845.35,4.780367,4.779251,0.001116345
45861.19,4.780921,4.779632,0.00128909
45877.03,4.782284,4.780776,0.001508006
45884.95,4.783406,4.781763,0.001642456
45892.87,4.7849,4.783102,0.001797962
45900.79,4.786841,4.784863,0.001978628
45908.7,4.789329,4.787139,0.002189866
45917.09,4.792719,4.790263,0.002455894
45925.47,4.797088,4.794312,0.002776396
45933.86,4.802744,4.799576,0.00316838
45942.24,4.810088,4.806434,0.003653607
45950.63,4.819724,4.815459,0.004265251
45954.82,4.825634,4.821003,0.00463098
45959.01,4.83245,4.827403,0.005046369
45963.2,4.840366,4.834844,0.005521917
45967.39,4.849636,4.843564,0.006071385
45971.58,4.860568,4.853857,0.006711414
45975.77,4.873541,4.866079,0.007462446
45980.43,4.890976,4.882515,0.008460866
45985.09,4.912486,4.902806,0.009680018
45989.75,4.939393,4.928202,0.01119083
45994.4,4.973518,4.960427,0.01309076
45996.73,4.994179,4.979945,0.0142345
45999.06,5.017816,5.002278,0.01553823
46001.39,5.045021,5.027987,0.01703351
46003.72,5.076546,5.057786,0.01876058
46006.05,5.113372,5.0926,0.02077163
46008.38,5.156791,5.133655,0.02313549
46010.71,5.208532,5.182588,0.02594427
46013.03,5.270658,5.241351,0.02930727
46015.36,5.346969,5.313542,0.03342696
46017.69,5.441934,5.403394,0.0385402
46020.02,5.562638,5.517615,0.04502248
46021.19,5.636256,5.587288,0.04896858
46022.35,5.720349,5.666879,0.05347029
46023.52,5.819037,5.76029,0.05874636
46024.68,5.934164,5.86927,0.06489313
46025.85,6.072549,6.000277,0.07227169
46027.01,6.238338,6.157239,0.08109934
46028.18,6.44338,6.351378,0.09200214
46029.34,6.696252,6.590822,0.1054301
46030.51,7.017745,6.895265,0.1224796
46031.67,7.423832,7.279843,0.1439887
46032.31,7.694872,7.53654,0.1583321
46032.95,8.006152,7.831357,0.1747951
46033.59,8.36383,8.170129,0.193701
46034.23,8.774706,8.559299,0.2154072
46034.87,9.246189,9.005886,0.2403024
46035.51,9.786211,9.517408,0.268803
46036.15,10.4031,10.10176,0.3013457
46036.79,11.10542,10.76704,0.338379
46037.43,11.9017,11.52135,0.38035
46038.07,12.80016,12.37247,0.4276891
46038.71,13.80838,13.32759,0.4807917
46039.35,14.93284,14.39285,0.5399963
46039.99,16.17851,15.57295,0.6055608
46040.63,17.54835,16.87071,0.6776376
46041.91,20.65936,19.81811,0.8412525
46043.31,24.5868,23.53913,1.047672
46044.71,28.93649,27.66036,1.276124
46047.5,37.90175,36.15533,1.746417
46048.71,41.3859,39.45701,1.92889
46049.92,44.28433,42.20389,2.080442
46051.13,46.38076,44.19102,2.189736
46052.33,47.50492,45.25704,2.247875
46053.0,47.68205,45.4254,2.256648
46054.04,47.30345,45.06752,2.23593
46055.08,46.15443,43.97966,2.174763
46056.12,44.30452,42.22769,2.076831
46057.15,41.88795,39.93873,1.949218
46059.31,35.53624,33.92176,1.614486
46061.47,28.5551,27.30792,1.247183
46063.45,22.58722,21.65368,0.9335476
