Incident energy,MT=1 : (n,total),MT=2 : (z,elastic),MT=102 : (z,?)
Incident energy,,,
Incident energy,?(E),?(E),?(E)
481765.2,3.371349,3.368423,0.002925972
481809.0,3.339922,3.337144,0.002778283
481896.7,3.290731,3.288173,0.002557365
481988.4,3.252515,3.250117,0.002398062
482080.1,3.222438,3.220155,0.002282667
482263.5,3.177251,3.175119,0.00213203
482446.9,3.14338,3.141338,0.002041377
482630.3,3.115712,3.113729,0.00198316
482949.2,3.075385,3.073463,0.001922062
483268.1,3.040258,3.03837,0.001887826
483905.9,2.976617,2.974758,0.001859417
484384.3,2.929455,2.92759,0.001864731
484623.5,2.904081,2.902196,0.001884938
484743.1,2.890232,2.888324,0.00190776
484862.7,2.875134,2.873183,0.001950831
484942.5,2.864137,2.862132,0.002005417
485022.2,2.852618,2.85051,0.00210801
485060.1,2.847354,2.845163,0.002191815
485098.0,2.843005,2.840684,0.002321612
485117.0,2.84164,2.839225,0.002414924
485135.9,2.841327,2.838791,0.002536815
485154.8,2.842802,2.840101,0.002701514
485173.7,2.847453,2.84452,0.002932868
485183.2,2.851753,2.848666,0.003086549
485192.7,2.858045,2.85477,0.003275533
485202.2,2.86715,2.863638,0.003511637
485211.6,2.880152,2.876343,0.00380865
485221.1,2.899295,2.895096,0.004199085
485230.5,2.927368,2.922652,0.00471547
485235.3,2.946818,2.941769,0.005048896
485240.0,2.97047,2.965034,0.005435995
485244.7,2.999985,2.994087,0.00589814
485249.4,3.037054,3.0306,0.00645437
485254.9,3.092984,3.085727,0.00725707
485260.4,3.166766,3.158497,0.008269098
485265.9,3.264056,3.254508,0.009547858
485271.3,3.388905,3.37778,0.01112504
485276.8,3.553019,3.539897,0.01312219
485282.3,3.761052,3.745487,0.01556468
485287.8,4.017523,3.99905,0.0184731
485293.2,4.316745,4.294993,0.02175158
485310.3,5.462742,5.429425,0.03331734
485314.6,5.744485,5.708612,0.03587366
485318.9,5.995216,5.95723,0.03798609
485323.2,6.200272,6.160757,0.03951421
485327.4,6.344572,6.304233,0.04033951
485330.0,6.40241,6.361917,0.04049249
485332.7,6.43543,6.395075,0.0403549
485336.4,6.435266,6.395581,0.03968469
485340.0,6.386,6.347469,0.03853098
485347.3,6.154715,6.119784,0.03493124
485354.6,5.794191,5.763963,0.03022781
485361.8,5.377163,5.351921,0.02524205
485366.9,5.07779,5.055947,0.02184243
485372.0,4.793676,4.774949,0.01872693
485377.1,4.535283,4.519302,0.01598094
485382.2,4.307992,4.294357,0.01363533
485387.3,4.113069,4.101389,0.01167985
485392.4,3.948905,3.938827,0.01007805
485397.5,3.812228,3.803448,0.008780648
485402.6,3.699067,3.691332,0.00773543
485407.0,3.617261,3.610263,0.006998738
485411.3,3.549083,3.542685,0.006398608
485415.6,3.490588,3.484693,0.005894975
485419.9,3.440128,3.434659,0.005469821
485424.2,3.396332,3.391223,0.005108497
485428.5,3.358069,3.35327,0.00479923
485437.1,3.294646,3.290345,0.004301183
485445.7,3.244393,3.240472,0.003921114
485454.3,3.203691,3.200067,0.003624058
485462.9,3.170102,3.166715,0.003387136
485471.5,3.141942,3.138747,0.003194944
485488.8,3.097228,3.094324,0.002903668
485506.0,3.063781,3.061082,0.002698931
485523.2,3.037706,3.035157,0.002548685
485540.4,3.016763,3.014328,0.002434931
485574.8,2.985018,2.982742,0.002276263
485609.2,2.961972,2.959798,0.002173544
485654.4,2.939634,2.937547,0.002086267
485699.6,2.922797,2.920767,0.00202981
485790.0,2.898135,2.896172,0.001963155
485970.8,2.865945,2.864037,0.001907863
486315.1,2.825987,2.824103,0.00188395
486693.9,2.793364,2.791466,0.001897713
486883.3,2.779891,2.777971,0.00191976
487072.7,2.769327,2.767358,0.001968698
487141.6,2.766754,2.764752,0.002002611
487210.5,2.765498,2.763441,0.002057281
487279.4,2.766493,2.764338,0.002154064
487313.8,2.768525,2.76629,0.002235542
487348.2,2.772331,2.769971,0.002360437
487376.2,2.777535,2.775016,0.002519219
487390.2,2.781236,2.778605,0.002631003
487404.2,2.786008,2.783232,0.002776639
487418.2,2.792266,2.789294,0.002971937
487432.2,2.800659,2.797416,0.003243266
487439.2,2.805975,2.802554,0.003421116
487446.2,2.812305,2.808666,0.003639081
487453.2,2.819958,2.816046,0.003911754
487460.1,2.829252,2.824995,0.004256764
487466.1,2.839302,2.834655,0.004647593
487472.0,2.851756,2.846598,0.005158377
487475.0,2.859439,2.853951,0.005488159
487477.9,2.86801,2.862141,0.005868865
487480.9,2.878359,2.872013,0.006345695
487483.8,2.890168,2.883258,0.006910889
487486.8,2.904754,2.897118,0.007636493
487489.7,2.921753,2.913238,0.008515161
487492.7,2.943137,2.933474,0.009662334
487495.6,2.968417,2.95735,0.0110672
487498.6,3.000516,2.987605,0.01291077
487501.5,3.038612,3.023446,0.01516599
487503.0,3.061519,3.044968,0.01655035
487504.5,3.086889,3.068784,0.01810431
487507.4,3.143747,3.122094,0.02165323
487508.9,3.177631,3.153826,0.02380469
487510.4,3.214858,3.188663,0.02619503
487513.4,3.300185,3.268422,0.03176266
487516.4,3.401234,3.362746,0.03848789
487519.3,3.514878,3.468688,0.04619016
487522.3,3.649374,3.593909,0.05546514
487525.2,3.795348,3.729645,0.06570231
487528.2,3.96139,3.883847,0.07754334
487531.1,4.133877,4.043821,0.09005531
487538.1,4.573972,4.450969,0.1230029
487545.1,4.982594,4.827209,0.1553854
487549.4,5.177177,5.005136,0.1720413
487553.7,5.303843,5.119536,0.1843068
487556.9,5.344999,5.155174,0.1898258
487560.0,5.338033,5.146157,0.1918761
487560.7,5.329993,5.138119,0.1918741
487562.6,5.296328,5.105325,0.1910027
487564.4,5.248898,5.059873,0.1890253
487568.0,5.112028,4.930148,0.1818795
487573.0,4.844667,4.678827,0.1658395
487578.0,4.517978,4.373289,0.1446895
487586.5,3.929564,3.825304,0.1042599
487590.7,3.662769,3.577631,0.08513828
487594.9,3.428471,3.360549,0.06792187
487598.1,3.275429,3.219004,0.05642475
487601.3,3.145186,3.098742,0.04644431
487604.5,3.037003,2.999027,0.03797591
487607.6,2.951634,2.920497,0.0311377
487609.2,2.914376,2.88628,0.02809528
487610.8,2.881332,2.855973,0.02535897
487612.4,2.852173,2.829266,0.02290772
487614.0,2.826567,2.805847,0.02071985
487615.6,2.804183,2.78541,0.01877354
487617.2,2.784706,2.767658,0.01704726
487618.8,2.767828,2.752308,0.0155201
487620.3,2.754112,2.73986,0.01425143
487622.1,2.740024,2.727109,0.01291489
487623.8,2.728797,2.716979,0.01181748
487625.5,2.719312,2.708452,0.01086039
487627.2,2.71133,2.701304,0.01002595
487629.0,2.704275,2.695017,0.009258461
487630.7,2.698734,2.690106,0.008628333
487634.1,2.690271,2.682676,0.007594878
487637.6,2.684303,2.677526,0.006776972
487641.0,2.680369,2.674211,0.006157955
487644.4,2.677707,2.672041,0.005665927
487647.8,2.675924,2.670656,0.005267896
487651.3,2.674721,2.66979,0.004931384
487654.7,2.673978,2.669319,0.004658305
487661.6,2.673275,2.669054,0.004220461
487668.5,2.673188,2.669298,0.003889714
487675.3,2.673414,2.66978,0.00363408
487683.3,2.673882,2.670486,0.003395888
487691.2,2.674445,2.671236,0.003208605
487707.0,2.675636,2.672705,0.002930897
487722.9,2.676755,2.674019,0.002736626
487738.7,2.677714,2.675117,0.002596848
487770.4,2.679144,2.676733,0.002410882
487802.1,2.679999,2.677702,0.00229674
487840.2,2.680441,2.67823,0.002210816
487878.2,2.680412,2.678255,0.002157042
487954.3,2.679494,2.677396,0.002097499
488106.5,2.676136,2.674074,0.002061912
488309.5,2.671839,2.669762,0.002077221
488512.5,2.670802,2.668672,0.002130055
488715.5,2.676602,2.674382,0.002220172
488918.5,2.696121,2.693751,0.002369601
489045.4,2.721706,2.71919,0.002515993
489172.2,2.767257,2.76452,0.002737234
489235.7,2.802382,2.79949,0.002892537
489299.1,2.852234,2.849135,0.003099267
489362.5,2.924459,2.921077,0.003381678
489394.2,2.973186,2.969621,0.003564371
489425.9,3.03396,3.030175,0.003785722
489453.4,3.099606,3.095588,0.004018411
489480.9,3.180783,3.176484,0.004299054
489508.4,3.282712,3.278069,0.004642486
489535.9,3.414641,3.409566,0.005074773
489563.4,3.588367,3.582739,0.005628
489590.9,3.821732,3.815383,0.006349481
489604.7,3.969631,3.962834,0.006796536
489618.4,4.142948,4.135636,0.007312132
489632.1,4.348739,4.340825,0.007914371
489645.8,4.594624,4.586002,0.00862182
489666.2,5.056099,5.046179,0.009920063
489686.6,5.668334,5.65674,0.01159458
489696.8,6.046335,6.033729,0.01260589
489707.0,6.481172,6.467422,0.01375066
489727.3,7.540166,7.523702,0.01646398
489747.7,8.882277,8.862513,0.01976386
489768.1,10.44053,10.41713,0.02340272
489788.5,11.99876,11.97199,0.02676982
489798.7,12.6692,12.64113,0.02807308
489808.8,13.19722,13.16825,0.02896371
489820.0,13.57612,13.54673,0.02938778
489831.3,13.70687,13.6777,0.02917019
489840.7,13.62095,13.59243,0.02851635
489850.0,13.3776,13.3501,0.02750591
489868.6,12.53236,12.50763,0.02473274
489905.8,10.31761,10.29911,0.01850119
489924.5,9.309249,9.293376,0.0158727
489943.1,8.47113,8.45737,0.01375941
489961.7,7.798009,7.785904,0.01210522
489980.3,7.269556,7.258723,0.01083282
489996.2,6.913473,6.903484,0.009988365
490012.1,6.630199,6.620875,0.009323592
490028.0,6.407775,6.39897,0.008805173
490043.8,6.237514,6.229105,0.008409175
490075.5,6.01649,6.008601,0.007889443
490107.2,5.919733,5.912091,0.007642369
490135.4,5.91999,5.912386,0.007603922
490176.7,6.049146,6.04134,0.007806254
490218.0,6.324551,6.316261,0.00829024
490259.3,6.753968,6.744907,0.009060996
490300.5,7.355369,7.345224,0.01014558
490341.8,8.156577,8.144987,0.01159066
490383.0,9.17085,9.157432,0.01341766
490424.3,10.3897,10.37409,0.01560958
490465.5,11.69743,11.67947,0.01795846
490491.7,12.48081,12.46144,0.01936444
490517.8,13.13248,13.11194,0.02053359
490543.9,13.56818,13.54687,0.02131562
490570.0,13.72001,13.69842,0.02158962
490589.0,13.63442,13.61299,0.0214385
490608.0,13.38909,13.36808,0.02100209
490645.9,12.50887,12.48944,0.0194345
490721.7,10.0515,10.03644,0.01506148
490759.7,8.867153,8.854196,0.01295716
490797.6,7.845925,7.83478,0.01114567
490835.5,6.996168,6.986527,0.009641249
490873.4,6.301588,6.293174,0.008414362
490897.0,5.936448,5.928678,0.007770786
490920.6,5.615582,5.608376,0.007206283
490967.8,5.084376,5.078102,0.006274564
491015.0,4.671488,4.665934,0.005553892
491062.1,4.345424,4.340436,0.004987931
491109.3,4.081225,4.076693,0.004532173
491156.5,3.86674,3.862575,0.004164876
491203.7,3.690425,3.68656,0.003865446
491250.8,3.544011,3.540392,0.003619106
491333.4,3.340295,3.337014,0.00328126
491415.9,3.18521,3.18218,0.003029611
491498.5,3.063535,3.060698,0.002837177
491581.0,2.965992,2.963305,0.002687446
491746.1,2.819724,2.81725,0.002474562
491911.2,2.713042,2.71071,0.002332222
492123.5,2.611161,2.608947,0.002213336
492335.8,2.532426,2.530287,0.002138941
492548.1,2.46722,2.465125,0.002094809
492760.4,2.410099,2.408022,0.002076691
492913.8,2.371786,2.369703,0.002082628
493067.1,2.33469,2.332579,0.002111518
493220.4,2.297957,2.29577,0.002186464
493297.1,2.279523,2.277265,0.002257956
493373.7,2.261175,2.258802,0.002372495
493420.9,2.25012,2.247639,0.002481609
493468.1,2.239661,2.237021,0.002639962
493515.3,2.230639,2.227758,0.002880886
493538.9,2.227198,2.224148,0.003050596
493562.4,2.22501,2.221741,0.00326848
493577.9,2.2246,2.221151,0.003449301
493593.4,2.225401,2.221731,0.003670405
493608.9,2.227901,2.223956,0.003944486
493624.3,2.232774,2.228487,0.004286974
493639.8,2.241179,2.236451,0.00472861
493655.3,2.254823,2.249515,0.005307513
493663.1,2.264507,2.258837,0.00566953
493670.8,2.276573,2.270485,0.006087633
493678.5,2.291826,2.285245,0.006580975
493686.2,2.311215,2.304045,0.007169394
493694.4,2.337887,2.329956,0.007930903
493702.5,2.372505,2.363642,0.008863245
493710.6,2.418551,2.408514,0.01003755
493718.7,2.480853,2.469307,0.01154617
493722.8,2.520815,2.508336,0.01247898
493726.8,2.566856,2.553328,0.01352792
493730.9,2.622898,2.608123,0.01477467
493734.9,2.688158,2.671965,0.01619308
493739.0,2.768389,2.750491,0.0178976
493743.0,2.862611,2.842755,0.01985553
493747.1,2.979165,2.956939,0.02222596
493751.1,3.116464,3.091503,0.02496087
493755.6,3.304471,3.275843,0.02862765
493760.0,3.529087,3.49617,0.0329167
493764.4,3.800627,3.762629,0.03799826
493768.8,4.124926,4.080976,0.04394959
493773.3,4.515429,4.464451,0.05097806
493777.7,4.955907,4.897153,0.05875394
493786.5,5.992478,5.915971,0.07650643
493794.9,7.095046,7.000475,0.09457028
493803.3,8.145305,8.034538,0.1107665
493807.5,8.587041,8.469961,0.1170803
493811.7,8.9396,8.817931,0.1216691
493815.9,9.182564,9.05833,0.1242339
493820.0,9.300803,9.176184,0.1246196
493824.4,9.291023,9.168345,0.1226789
493828.8,9.143523,9.025079,0.1184443
493833.2,8.871883,8.759661,0.1122215
493837.6,8.497649,8.393211,0.1044381
493846.4,7.55003,7.463846,0.08618403
493855.1,6.531182,6.463476,0.06770633
493860.1,5.976341,5.918352,0.05798912
493865.1,5.470039,5.420724,0.04931469
493870.1,5.02254,4.980736,0.04180421
493875.0,4.643824,4.608252,0.03557237
493880.0,4.316038,4.285756,0.03028241
493884.9,4.046858,4.020836,0.02602167
493889.9,3.818215,3.795743,0.02247202
493894.8,3.632093,3.612455,0.01963801
493899.5,3.482719,3.465313,0.01740576
493904.1,3.359188,3.343595,0.01559256
493908.8,3.251898,3.237853,0.01404535
493913.4,3.162032,3.14926,0.01277173
493918.1,3.082863,3.071195,0.01166861
493922.7,3.015563,3.004817,0.01074636
493927.3,2.9566,2.946648,0.009951274
493931.9,2.90459,2.895329,0.009260955
493941.2,2.816348,2.808232,0.008116211
493950.5,2.745392,2.738168,0.007223373
493959.8,2.687175,2.680662,0.006512339
493969.0,2.63907,2.633129,0.005941681
493978.3,2.597868,2.592401,0.005466792
493987.6,2.562561,2.55749,0.005071429
493996.9,2.531979,2.52724,0.004738725
494006.1,2.505504,2.501045,0.004458893
494024.7,2.460891,2.456884,0.004007011
494043.2,2.425359,2.421691,0.003667718
494061.8,2.396013,2.39261,0.003403748
494080.3,2.371451,2.368256,0.0031956
494098.8,2.350367,2.34734,0.003027252
494117.3,2.332011,2.329122,0.002889344
494157.1,2.299341,2.296675,0.002666308
494196.8,2.273204,2.270694,0.002510783
494236.5,2.251364,2.248966,0.002397759
494276.2,2.232582,2.230269,0.002313667
494355.6,2.20072,2.198523,0.002196833
494435.0,2.173767,2.171645,0.002121977
494572.7,2.133568,2.131523,0.002044898
494710.4,2.097478,2.095478,0.002000037
494985.8,2.030559,2.028604,0.001955503
495536.5,1.897988,1.896056,0.001932255
496044.9,1.762731,1.760789,0.00194288
496553.3,1.608586,1.606614,0.001972224
497061.7,1.42262,1.420592,0.002028288
497570.0,1.193717,1.191589,0.002127754
497845.4,1.046396,1.04418,0.002215537
498120.8,0.882047,0.8797029,0.002344079
498258.5,0.7931445,0.7907087,0.002435761
498396.2,0.7009379,0.6983806,0.002557311
498533.9,0.6077618,0.605035,0.002726802
498602.7,0.5619941,0.5591576,0.00283656
498671.5,0.5182582,0.5152821,0.002976156
498735.1,0.4810685,0.4779272,0.003141292
498798.6,0.4493089,0.4459517,0.003357249
498862.1,0.4267399,0.4230872,0.003652611
498893.9,0.4208301,0.4169853,0.0038448
498925.6,0.4198807,0.4158048,0.004075848
498950.8,0.4240928,0.4197943,0.004298499
498976.0,0.4344507,0.429882,0.00456878
499001.2,0.4527911,0.4478909,0.004900225
499026.3,0.481763,0.4764515,0.005311536
499051.5,0.5257509,0.5199145,0.005836387
499064.1,0.5551532,0.5489992,0.006154011
499076.6,0.5904822,0.5839675,0.006514713
499089.2,0.6336381,0.6267042,0.006933846
499101.8,0.6861921,0.6787703,0.007421783
499114.4,0.7505621,0.7425664,0.007995715
499126.9,0.8291397,0.8204682,0.008671548
499140.2,0.9332339,0.9236961,0.009537798
499153.4,1.063541,1.052951,0.01058999
499166.7,1.230687,1.218784,0.01190363
499173.3,1.330555,1.317881,0.01267431
499179.9,1.444058,1.430518,0.0135401
499186.6,1.575494,1.560962,0.01453153
499193.2,1.723567,1.70793,0.01563656
499199.8,1.893164,1.876274,0.01688929
499206.4,2.087849,2.069535,0.01831311
499213.0,2.311736,2.291802,0.01993469
499219.6,2.569482,2.547698,0.02178379
499226.2,2.866173,2.842281,0.02389233
499232.8,3.207085,3.180792,0.02629252
499242.0,3.765375,3.735196,0.03017863
499251.2,4.429023,4.394287,0.03473636
499260.4,5.198692,5.158744,0.03994789
499269.5,6.049232,6.003613,0.04561889
499287.9,7.863684,7.806316,0.05736719
499297.1,8.670146,8.607788,0.06235779
499306.2,9.282783,9.216858,0.0659252
499313.1,9.575788,9.508373,0.06741489
499320.0,9.695421,9.627711,0.06770956
499326.0,9.652325,9.585352,0.06697261
499331.9,9.481031,9.415636,0.06539478
499337.8,9.194421,9.131351,0.06306968
499343.7,8.811126,8.750991,0.06013421
499355.5,7.845862,7.792788,0.05307496
499367.3,6.768842,6.72337,0.04547202
499379.2,5.718521,5.680291,0.03823023
499391.0,4.797922,4.765925,0.03199738
499402.8,4.027515,4.000655,0.02685983
499414.6,3.402491,3.379745,0.02274619
499422.0,3.075897,3.05528,0.02061737
499429.3,2.796199,2.777392,0.01880626
499436.6,2.553119,2.535878,0.01724174
499443.9,2.341573,2.325686,0.01588764
499451.3,2.154702,2.140004,0.01469738
499458.6,1.993624,1.979948,0.01367586
499473.2,1.728032,1.716032,0.01199993
499487.9,1.520145,1.509452,0.01069364
499502.5,1.358047,1.348372,0.00967544
499517.1,1.229544,1.22068,0.008864696
499531.7,1.126817,1.118607,0.00820984
499548.8,1.03184,1.024248,0.007592307
499565.9,0.9584594,0.951361,0.007098355
499583.0,0.9023844,0.8956846,0.00669986
499600.0,0.8606114,0.8542339,0.006377532
499617.1,0.8302415,0.8241297,0.006111835
499634.2,0.8097504,0.8038574,0.005892967
499668.3,0.7935068,0.7879437,0.005563088
499700.1,0.8032433,0.7978932,0.005350134
499731.8,0.8316924,0.8264946,0.005197833
499763.5,0.876795,0.8717055,0.005089474
499795.2,0.9374927,0.9324778,0.005014855
499826.9,1.01277,1.007804,0.004965483
499858.6,1.101876,1.096941,0.004935019
499890.3,1.204206,1.199288,0.004918624
499922.0,1.319231,1.314318,0.004912521
499961.0,1.477344,1.47243,0.004914575
500000.0,1.652898,1.647978,0.004920245
500047.5,1.887722,1.882802,0.004920224
500095.0,2.143279,2.138364,0.004915005
500208.2,2.805388,2.800515,0.00487296
500321.3,3.486901,3.482136,0.004765516
500434.4,4.120166,4.115582,0.004583944
500547.5,4.651412,4.647071,0.004340914
500660.7,5.053728,5.049669,0.004059571
500773.8,5.325038,5.321273,0.003765123
500886.9,5.481713,5.478236,0.003477182
501000.0,5.548688,5.545477,0.003211179
501054.0,5.555235,5.552126,0.003108128
501196.0,5.518575,5.5157,0.002874269
501338.0,5.432711,5.430029,0.002681764
501480.0,5.320017,5.317489,0.002527721
501622.0,5.196069,5.193662,0.002407605
501764.0,5.070424,5.068106,0.002317505
501906.0,4.948818,4.946563,0.002254924
502048.0,4.83476,4.83254,0.002219377
502190.0,4.730465,4.728253,0.002212599
502314.3,4.649089,4.646853,0.002235784
502438.5,4.579361,4.577065,0.002296292
502562.8,4.524437,4.522025,0.002411421
502624.9,4.504484,4.501985,0.002499381
502687.0,4.490932,4.488317,0.002615166
502731.4,4.486417,4.483695,0.002721435
502775.8,4.487761,4.484905,0.002855065
502820.2,4.496272,4.493249,0.003022983
502864.5,4.514114,4.510878,0.003236039
502908.9,4.544608,4.541096,0.003511824
502953.3,4.592607,4.588732,0.003874909
502997.7,4.665156,4.660795,0.004361309
503019.9,4.713899,4.709232,0.00466741
503042.0,4.773969,4.768938,0.00503052
503065.3,4.852925,4.847432,0.005492478
503088.6,4.952181,4.946123,0.006057351
503111.9,5.077942,5.071186,0.006756696
503135.2,5.23901,5.231375,0.007635219
503158.5,5.448025,5.439268,0.008757091
503170.2,5.576556,5.567116,0.009440072
503181.8,5.723357,5.713141,0.01021548
503193.5,5.894594,5.883478,0.01111512
503205.1,6.091798,6.079652,0.01214618
503216.8,6.324157,6.310802,0.01335572
503228.4,6.595068,6.580308,0.01476037
503240.6,6.933625,6.917116,0.01650934
503252.8,7.339947,7.321345,0.0186014
503265.0,7.829726,7.80861,0.02111572
503277.2,8.421727,8.39758,0.02414688
503289.4,9.137447,9.109644,0.027803
503301.6,9.999208,9.967012,0.032196
503313.8,11.0255,10.98809,0.03741791
503325.9,12.21171,12.16827,0.04344303
503363.0,16.4566,16.39167,0.06493096
503372.3,17.40842,17.33869,0.0697305
503381.5,18.16181,18.08829,0.07351904
503390.8,18.66041,18.5844,0.07601256
503400.0,18.84223,18.76533,0.0769006
503407.0,18.75962,18.68316,0.07645819
503414.0,18.49081,18.41574,0.0750751
503427.9,17.47963,17.40971,0.06992178
503441.9,16.01666,15.95416,0.06249873
503455.8,14.38411,14.32988,0.0542355
503469.8,12.77535,12.72925,0.04610823
503483.7,11.34264,11.30376,0.03888323
503497.6,10.12405,10.0913,0.03274921
503511.5,9.118523,9.090825,0.02769751
503519.7,8.615425,8.590251,0.02517426
503527.9,8.171096,8.148148,0.02294872
503536.1,7.778822,7.757835,0.0209867
503544.2,7.436231,7.416956,0.01927575
503560.6,6.856915,6.840525,0.01638954
503576.9,6.401978,6.387846,0.01413134
503593.3,6.036032,6.02371,0.01232245
503609.6,5.741044,5.730173,0.01087109
503626.0,5.497045,5.487368,0.00967679
503642.3,5.295596,5.286899,0.008696436
503657.5,5.137126,5.129196,0.007930005
503672.7,5.001496,4.994218,0.007278333
503687.9,4.884483,4.877763,0.006720114
503703.1,4.782763,4.776524,0.006238598
503733.5,4.615227,4.609772,0.005455411
503763.8,4.48396,4.479107,0.004853404
503794.2,4.3783,4.373921,0.004379311
503824.6,4.292132,4.28813,0.00400219
503855.0,4.219757,4.216064,0.003693486
503885.3,4.158309,4.15487,0.003438635
503915.7,4.105298,4.102073,0.003225502
503946.1,4.059164,4.056118,0.003046089
504006.8,3.982522,3.979758,0.002763262
504067.5,3.920756,3.918204,0.002552252
504128.2,3.869336,3.866945,0.002390486
504189.0,3.825307,3.823043,0.002263458
504249.7,3.787266,3.785102,0.002163754
504371.1,3.72194,3.719927,0.002012223
504520.6,3.655926,3.654039,0.00188697
504670.1,3.600008,3.598207,0.001801447
504969.0,3.506752,3.505057,0.001694742
505268.0,3.428615,3.426983,0.001631896
505566.9,3.360387,3.358795,0.001591727
506314.3,3.217692,3.216153,0.001539478
507061.6,3.098497,3.096975,0.001522379
507491.4,3.036084,3.034552,0.001532046
507706.3,3.005026,3.003472,0.001553942
507813.8,2.989051,2.987472,0.001578688
507921.2,2.972412,2.970781,0.001630779
507986.6,2.96189,2.960195,0.001694893
508019.3,2.9566,2.954851,0.001748059
508052.0,2.951484,2.949657,0.00182754
508080.1,2.947563,2.945631,0.001932131
508094.1,2.945985,2.94398,0.002005007
508108.1,2.944872,2.942773,0.002099022
508122.1,2.944521,2.942297,0.002223315
508136.1,2.945454,2.943061,0.002392745
508150.1,2.948658,2.946024,0.002633318
508157.1,2.951677,2.948883,0.002794323
508164.1,2.956182,2.953187,0.00299515
508170.6,2.9623,2.959069,0.003230811
508177.0,2.971024,2.967496,0.003528042
508183.4,2.983801,2.979883,0.00391831
508189.8,3.002842,2.998396,0.004445534
508193.1,3.016193,3.011402,0.004791848
508196.3,3.032226,3.027035,0.005190849
508199.5,3.052051,3.046385,0.005665928
508202.7,3.076573,3.07034,0.006233376
508205.9,3.106862,3.09995,0.006912092
508209.1,3.144153,3.136429,0.007723409
508212.3,3.189826,3.181135,0.008690615
508215.5,3.245371,3.235532,0.009838066
508219.0,3.31923,3.307902,0.01132783
508222.5,3.408641,3.395551,0.01309028
508226.0,3.515233,3.500086,0.01514683
508229.5,3.640101,3.622594,0.01750759
508233.0,3.783528,3.763362,0.0201666
508236.5,3.944711,3.921613,0.02309746
508243.5,4.310371,4.280823,0.02954796
508249.4,4.641133,4.605986,0.03514694
508255.2,4.953531,4.91335,0.04018176
508261.1,5.22085,5.176681,0.0441693
508264.0,5.322439,5.276913,0.04552618
508266.9,5.399493,5.353082,0.04641102
508270.0,5.451812,5.405015,0.04679611
508271.6,5.466021,5.41926,0.04676168
508276.3,5.456542,5.410789,0.04575249
508281.0,5.37377,5.330283,0.04348682
508285.7,5.227638,5.187449,0.04018905
508290.3,5.037964,5.001707,0.03625668
508301.8,4.473297,4.447865,0.02543229
508307.6,4.196494,4.176076,0.02041802
508310.5,4.069584,4.051411,0.01817359
508313.3,3.95619,3.939992,0.01619798
508316.0,3.856005,3.841527,0.0144773
508318.7,3.765042,3.752105,0.01293692
508321.4,3.683214,3.671643,0.01157089
508324.1,3.610182,3.599812,0.01036942
508326.8,3.545429,3.536109,0.009320056
508329.5,3.488317,3.479909,0.008408793
508332.2,3.438142,3.430521,0.007620976
508334.8,3.395701,3.388736,0.006965397
508337.5,3.357033,3.350655,0.006378079
508340.2,3.323196,3.317323,0.005873157
508342.9,3.293556,3.288117,0.005438818
508345.5,3.268443,3.263366,0.00507746
508350.9,3.225098,3.220627,0.004470523
508356.2,3.191542,3.187524,0.004018008
508361.6,3.164073,3.160412,0.003661035
508367.0,3.141623,3.138243,0.003379681
508372.4,3.122936,3.119783,0.003153518
508377.7,3.107397,3.104426,0.002971585
508388.5,3.08198,3.079292,0.002687487
508399.2,3.06259,3.060107,0.002483644
508410.0,3.046986,3.044657,0.002329057
508420.7,3.034317,3.032106,0.002210654
508442.1,3.014608,3.012567,0.002041177
508468.2,2.997029,2.995121,0.001907925
508494.3,2.98376,2.981939,0.001820721
508546.4,2.964406,2.962689,0.001717292
508598.6,2.950161,2.948501,0.001660246
508650.7,2.938762,2.937136,0.001626251
508810.3,2.912181,2.9106,0.001580699
508969.8,2.891437,2.889868,0.001568338
509411.6,2.847631,2.846047,0.001584315
509853.3,2.822986,2.821343,0.001642959
510086.5,2.824969,2.823269,0.001699254
510319.7,2.847941,2.846155,0.001786281
510436.3,2.873061,2.871213,0.001848169
510552.9,2.913323,2.911394,0.00192919
510669.5,2.974739,2.972704,0.002035733
510786.0,3.071497,3.069314,0.002182836
510853.5,3.151319,3.149024,0.002294264
510921.0,3.256031,3.253599,0.002432231
510988.5,3.394857,3.392252,0.002605566
511056.0,3.581189,3.578362,0.002826763
511123.5,3.834525,3.831411,0.003113496
511191.0,4.184563,4.181071,0.003491896
511224.8,4.408995,4.405269,0.003726727
511258.5,4.675052,4.671053,0.003998958
511292.2,4.991658,4.987342,0.004315789
511325.9,5.368745,5.36406,0.004684815
511370.2,5.976674,5.97141,0.00526394
511414.5,6.733941,6.727977,0.00596342
511458.8,7.662524,7.655732,0.006792229
511503.0,8.782809,8.775062,0.007747186
511591.5,11.27027,11.26056,0.009714479
511635.8,12.33696,12.32652,0.01043121
511657.9,12.72455,12.71391,0.01063955
511680.0,12.98287,12.97215,0.01072551
511712.0,13.10161,13.09099,0.0106221
511736.9,12.98559,12.97522,0.01036603
511761.7,12.70906,12.69907,0.009984209
511811.4,11.80177,11.79279,0.008974584
511910.7,9.550436,9.543629,0.006806564
511960.4,8.53957,8.533657,0.005913
512010.1,7.681815,7.676629,0.005185553
512059.8,6.973404,6.968797,0.004607536
512109.4,6.395474,6.39132,0.004154033
512157.1,5.940001,5.93619,0.003811072
512204.7,5.564903,5.561361,0.003541338
